0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15
0,0,9,0,0,0,-10,3.141592654,3.141592654,0,0,-1,0,0,0,0,-1,,14
0,0,-0.95,1,0,0,-10,3.141592654,3.141592654,0,0,-1,0,0,0,0,-1,,13
0,0,-0.9,1,0,0,-10,3.141592654,3.141592654,0,0,-1,0,0,0,0,-1,,12
0,0,-0.85,1,0,0,-10,3.141592654,3.141592654,0,0,-1,0,0,0,0,-1,,11
0,0,-0.8,1,0,0,-10,3.141592654,3.141592654,0,0,-1,0,0,0,0,-1,,10
0,0,-0.75,1,0,0,-10,3.141592654,3.141592654,0,0,-1,0,0,0,0,-1,,9
0,0,-0.7,1,0,0,-10,3.141592654,3.141592654,0,0,-1,0,0,0,0,-1,,8
0,0,-0.65,1,0,0,-10,3.141592654,3.141592654,0,0,-1,0,0,0,0,-1,,7
0,0,-0.6,1,0,0,-10,3.141592654,3.141592654,0,0,-1,0,0,0,0,-1,,6
0,0,-0.55,1,0,0,-10,3.141592654,3.141592654,0,0,-1,0,0,0,0,-1,,5
0,0,-0.5,1,0,0,-10,3.141592654,3.141592654,0,0,-1,0,0,0,0,-1,,4
0,0,9,0,0,0,-10,3.141592654,3.141592654,0,0,-1,0,0,0,0,-1,,3
0,0,9,0,0,0,-10,3.141592654,3.141592654,0,0,-1,0,0,0,0,-1,,2
0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
